,Gm6089,Gm5067,Alx3,Gm21168,Chrna3,Gm11331,Lilrb4a,Smpdl3b,Nat8f6,Lbhd2,Apol7e,Gimap5,Chdh,Pglyrp1,Anln,Serpina3n,Strc,Cd209c,Gm7361,Il1r1,Omp,Dmrtb1,Ube2n.ps1,Enpp6,Gck,P4ha3,Atf3,Tmem40,Derl3,Kcnh4,Gpr153,Trdn,Hcn4,Chrnb4,ENSMUSG00000115893,Gch1,Ptger2,Gdf10,Gm11847,Vma21.ps,Nphs2,Gbx1,Plxnb3,Slc4a11,Baiap3,Poteb,Slc27a3,Stoml3,Abca8a,Gm8206,Ngfr,Rps15a.ps4,Dlk1,Allc,Ecel1,Gm11627,Dsp,Scara5,Spint1,Sync,Pkhd1l1,Klhl1,Mid1.ps1,Irag2,Sspo,Trh,Sfrp5,Gm17084,Ada,Arl4d,Car5a,Armh1,Arhgap36,Vmn2r11,ENSMUSG00000102049,Tmc3,Rpl17.ps5,Txnip,Ctla2b,Mslnl,Cd28,ENSMUSG00000098369,Arrdc2,Depp1,Amy2a4,Wnt3,Cnksr1,True Labels,Predicted Labels
0,0.6173913043478261,0.48275862068965525,0.2727272727272727,0.4923857868020307,1.0,0.11538461538461542,0.8823529411764706,0.3152173913043479,0.5833333333333334,0.3529411764705883,0.8846153846153846,1.0,0.5454545454545459,0.6764705882352939,0.2499999999999999,0.9999999999999998,0.0,0.588235294117647,0.2149532710280373,0.5123966942148759,0.1428571428571428,0.6190476190476191,0.29032258064516125,1.0,0.75,0.1363636363636363,0.0,0.39534883720930236,0.45454545454545436,0.08888888888888902,0.0,0.0,0.894736842105263,1.0,0.8,0.46808510638297873,0.6818181818181819,0.38502673796791465,0.5728155339805825,0.0,0.1914893617021276,1.0,0.1367521367521367,0.38436482084690526,0.5625,0.40909090909090917,0.3548387096774195,0.6495327102803738,0.3076923076923077,1.0,0.28846153846153877,0.927884615384615,0.0,0.7662601626016263,0.24691358024691357,0.11538461538461542,0.35714285714285715,1.0,1.0,0.5555555555555556,0.34615384615384615,0.38461538461538464,0.6923076923076924,0.0,1.0,0.9148936170212766,0.0,0.0,0.7142857142857144,0.2631578947368421,0.5555555555555556,0.30434782608695654,0.0,1.0,0.0,0.588235294117647,1.0,0.5384615384615384,0.1984732824427481,1.0,0.012500000000000011,0.7621832358674463,0.10344827586206896,0.0,0.3132530120481927,0.2666666666666667,0.0,WT,WT
1,0.808695652173913,0.0,0.0,0.09137055837563457,0.41450777202072553,0.5384615384615384,0.0,0.3369565217391304,0.41666666666666663,0.23529411764705888,0.23076923076923073,0.3529411764705883,0.22727272727272751,0.0,0.7499999999999999,0.7792207792207793,0.47619047619047616,0.35294117647058826,0.4018691588785046,1.0,0.0,0.6190476190476191,0.0,0.01694915254237289,0.0,0.18181818181818182,1.0,1.0000000000000002,0.23636363636363633,0.3555555555555556,0.06557377049180335,0.1382113821138211,0.5263157894736842,0.7894736842105261,0.36,0.15602836879432624,0.2272727272727273,0.44919786096256686,1.0,0.3595505617977528,0.23404255319148937,0.7692307692307694,0.341880341880342,0.0,0.3125,0.4545454545454546,0.548387096774194,0.9999999999999998,0.8461538461538463,0.6896551724137931,1.0000000000000004,0.35576923076923084,0.3157894736842105,1.0,0.0,0.25,0.14285714285714285,0.23076923076923073,0.0,0.5555555555555556,0.8076923076923077,1.0,0.576923076923077,0.0,0.0,0.9148936170212766,0.8648648648648649,0.05882352941176472,0.5,0.0,0.0,0.5652173913043477,0.6875,0.4155844155844156,0.6515151515151516,0.6470588235294117,0.0,0.23076923076923075,0.12213740458015268,0.3793103448275862,0.48750000000000004,0.9083820662768031,0.48275862068965514,0.6515151515151515,0.5542168674698795,0.7999999999999999,0.0,JOHD,JOHD
2,0.3217391304347826,0.8275862068965516,0.4545454545454546,0.5736040609137056,0.0,0.15384615384615385,0.2647058823529412,1.0,0.33333333333333337,0.0,0.038461538461538436,0.8235294117647058,0.0,0.5294117647058822,0.0,0.2597402597402596,0.38095238095238093,0.29411764705882354,0.4579439252336448,0.08677685950413228,0.1428571428571428,1.0,0.9032258064516128,0.1864406779661017,1.0,0.1363636363636363,0.41666666666666663,0.6976744186046513,1.0,0.6888888888888889,0.5901639344262297,1.0000000000000004,0.368421052631579,0.18421052631578938,0.28,0.6737588652482267,0.2272727272727273,1.0,0.01941747572815533,0.5983146067415728,0.6382978723404256,0.8461538461538463,0.9572649572649574,0.039087947882736174,0.6875,0.0,0.9838709677419355,0.0,1.0,0.10344827586206895,0.0,0.7788461538461533,0.6842105263157895,0.0630081300813008,0.3333333333333333,1.0000000000000002,0.0,0.07692307692307687,0.7741935483870965,0.6666666666666665,0.34615384615384615,0.30769230769230765,0.15384615384615385,0.7142857142857142,0.17040358744394618,0.2127659574468085,0.9189189189189189,0.6176470588235293,0.6071428571428572,0.8421052631578947,0.0,0.6956521739130435,0.3125,0.4415584415584416,0.9393939393939394,0.3529411764705883,0.06666666666666671,0.0,0.20610687022900762,0.896551724137931,0.7625000000000001,0.834307992202729,0.5172413793103449,0.9696969696969696,0.1746987951807229,0.0,0.0,JOHD,JOHD
3,0.5478260869565217,0.6551724137931032,0.7272727272727273,0.6446700507614214,0.5388601036269431,0.46153846153846156,0.8235294117647058,0.9891304347826089,0.5833333333333334,0.5882352941176472,0.3076923076923077,0.7058823529411764,0.33333333333333304,1.0,0.9999999999999999,0.9870129870129871,0.1428571428571429,0.588235294117647,0.6915887850467288,0.2024793388429751,0.7142857142857142,0.7619047619047619,0.12903225806451624,0.288135593220339,0.3333333333333335,0.22727272727272724,0.6666666666666665,0.8139534883720929,0.6363636363636362,0.0,1.0,0.6707317073170729,0.368421052631579,0.4078947368421053,0.4,0.6560283687943262,0.8181818181818181,0.5909090909090908,0.2621359223300971,0.9999999999999996,0.553191489361702,0.6153846153846154,0.6153846153846154,0.996742671009772,0.375,0.6363636363636365,1.0,0.47663551401869153,0.6923076923076923,0.31034482758620685,0.6442307692307696,0.20192307692307665,0.6842105263157895,0.0,0.3333333333333333,0.6153846153846156,0.9999999999999998,0.0,0.09677419354838701,0.0,0.2692307692307693,0.30769230769230765,0.3846153846153847,0.42857142857142855,0.28699551569506726,0.7659574468085106,1.0,0.8235294117647057,0.4642857142857144,1.0,0.8333333333333333,0.21739130434782594,0.3125,0.2597402597402597,1.0,0.17647058823529416,0.2,0.43589743589743585,0.10687022900763359,0.0,0.4750000000000001,0.27680311890838205,1.0,0.9393939393939393,0.3734939759036145,0.4,0.7826086956521738,JOHD,JOHD
4,0.5739130434782609,0.5862068965517242,0.4545454545454546,0.5279187817258886,0.18134715025906734,0.07692307692307698,0.49999999999999994,0.326086956521739,0.16666666666666663,0.5882352941176472,0.34615384615384615,0.47058823529411775,0.30303030303030276,0.4264705882352944,0.0,0.4285714285714286,0.619047619047619,0.5294117647058822,0.485981308411215,0.43388429752066116,0.4285714285714286,0.23809523809523814,0.8064516129032258,0.06779661016949154,0.3055555555555558,0.18181818181818182,0.5,0.5813953488372092,0.5272727272727271,0.4444444444444444,0.540983606557377,0.6097560975609757,0.0,0.0,0.0,0.5319148936170213,0.0,0.3743315508021392,0.3398058252427184,0.8061797752808988,0.46808510638297873,0.4615384615384616,1.0,0.4364820846905535,1.0,0.2727272727272727,0.774193548387097,0.4859813084112148,0.7692307692307692,0.7586206896551724,0.6153846153846154,0.19230769230769207,0.7368421052631579,0.42886178861788626,0.4074074074074074,0.0,0.6428571428571428,0.07692307692307687,0.032258064516129004,0.33333333333333326,1.0,0.8461538461538463,0.6923076923076924,0.5102040816326531,0.013452914798206275,0.0,0.32432432432432434,0.4999999999999999,0.4642857142857144,0.6842105263157896,0.5555555555555556,0.8695652173913042,0.375,0.36363636363636365,0.6212121212121213,0.17647058823529416,0.6000000000000001,0.2564102564102564,0.0,0.8620689655172413,0.4625,0.4580896686159844,0.5862068965517242,0.7575757575757576,1.0,0.20000000000000007,0.6086956521739131,JOHD,JOHD
5,0.1826086956521739,0.4137931034482758,0.9999999999999998,0.6903553299492384,0.689119170984456,0.2692307692307693,0.44117647058823534,0.15217391304347827,0.5833333333333334,0.41176470588235303,0.8076923076923077,0.7647058823529411,0.16666666666666696,0.27941176470588225,0.6666666666666666,0.6103896103896103,0.04761904761904756,0.5294117647058822,0.36448598130841114,0.0,0.1428571428571428,0.6666666666666667,0.9354838709677418,0.6779661016949152,0.25,0.0,0.16666666666666663,0.627906976744186,0.709090909090909,0.5333333333333334,0.3442622950819674,0.3130081300813008,1.0,0.9342105263157894,0.36,1.0,0.5454545454545454,0.2540106951871661,0.058252427184465994,0.4382022471910112,0.5106382978723405,0.8461538461538463,0.41880341880341865,0.49185667752442974,0.875,0.2272727272727273,0.6612903225806455,0.22429906542056077,0.0,0.0,0.5576923076923079,0.1682692307692304,0.8947368421052632,0.016260162601626105,0.4197530864197531,0.23076923076923084,0.9999999999999998,0.5000000000000001,0.967741935483871,0.9999999999999998,0.8461538461538461,0.6153846153846154,0.40384615384615385,0.04081632653061224,0.6995515695067265,0.5744680851063829,0.9189189189189189,0.4117647058823529,0.0,0.21052631578947362,0.5,0.30434782608695654,0.75,0.37662337662337664,0.04545454545454547,0.47058823529411775,0.46666666666666673,0.9999999999999999,0.02290076335877863,0.31034482758620685,0.26250000000000007,0.17348927875243664,0.034482758620689655,0.060606060606060594,0.3132530120481927,0.6,0.0,WT,JOHD
6,0.0,0.34482758620689635,0.2272727272727273,1.0,0.455958549222798,0.5384615384615384,0.5588235294117647,0.5108695652173911,0.6666666666666666,0.0,0.0,0.588235294117647,0.30303030303030276,0.5735294117647061,0.2499999999999999,0.0,0.5714285714285713,0.8235294117647058,1.0,0.04132231404958664,0.9999999999999998,0.8809523809523809,0.6451612903225807,0.0,0.8055555555555558,0.18181818181818182,0.41666666666666663,0.6744186046511629,0.2545454545454544,1.0,1.0,0.05284552845528445,0.42105263157894735,0.19736842105263142,0.12,0.8404255319148937,0.18181818181818177,0.9037433155080214,0.23300970873786409,0.44382022471910076,1.0,0.1538461538461539,0.0,0.8794788273615635,0.8125,0.09090909090909083,0.03225806451612945,0.07476635514018692,0.6153846153846154,0.2758620689655171,0.5480769230769234,0.5096153846153841,0.9473684210526315,0.09756097560975618,1.0,0.5000000000000002,0.42857142857142855,0.6923076923076924,0.29032258064516125,0.7777777777777777,0.038461538461538464,0.0,0.0,0.9999999999999999,0.013452914798206275,0.6595744680851063,0.7027027027027026,0.9999999999999999,1.0,0.5789473684210527,1.0,0.0,0.5,0.0,0.13636363636363635,0.5294117647058822,0.6000000000000001,0.5897435897435898,0.3358778625954198,0.3448275862068966,1.0,1.0,0.3103448275862069,0.015151515151515152,0.24698795180722893,1.0,0.0,JOHD,JOHD
7,0.982608695652174,0.6896551724137931,0.4545454545454546,0.8629441624365484,0.47150259067357525,0.07692307692307698,0.9705882352941178,0.5,0.9999999999999999,0.6470588235294117,0.23076923076923073,0.0,0.9848484848484853,0.4558823529411766,0.33333333333333337,0.9870129870129871,0.5714285714285713,0.8235294117647058,0.6635514018691588,0.8429752066115701,0.2857142857142856,0.23809523809523814,0.8709677419354838,0.5084745762711864,0.8055555555555558,0.3636363636363636,0.5833333333333333,0.37209302325581395,0.0,0.2666666666666666,0.7704918032786887,0.37398373983739797,0.3157894736842105,0.6447368421052633,0.36,0.3156028368794326,0.4545454545454546,0.44919786096256686,0.9029126213592231,0.339887640449438,0.4042553191489362,0.8461538461538463,0.658119658119658,1.0,0.8125,0.2727272727272727,0.0,0.9392523364485978,0.15384615384615374,0.9310344827586206,0.05769230769230793,1.0,0.9999999999999999,0.8760162601626016,0.8641975308641976,0.6153846153846156,0.7142857142857142,0.46153846153846156,0.32258064516129026,0.9999999999999998,0.2692307692307693,0.9230769230769231,0.6346153846153847,0.8163265306122448,0.3004484304932736,0.2765957446808511,0.4054054054054055,0.2058823529411764,1.0,0.631578947368421,0.0,0.04347826086956519,1.0,0.6103896103896104,0.09090909090909088,0.41176470588235303,0.8666666666666667,0.3589743589743589,0.23664122137404578,0.03448275862068961,0.11250000000000002,0.0,0.0,0.09090909090909093,0.0,0.7999999999999999,0.0,WT,JOHD
8,0.5391304347826087,0.48275862068965525,0.2272727272727273,0.0,0.7357512953367875,0.3076923076923078,1.0,0.0,0.0,1.0,1.0,0.7647058823529411,0.5303030303030303,0.6617647058823528,0.5833333333333334,0.5714285714285714,0.38095238095238093,1.0,0.0,0.26859504132231393,0.5714285714285714,0.0,0.9999999999999998,0.728813559322034,0.2777777777777777,1.0,0.25,0.9767441860465118,0.10909090909090913,0.08888888888888902,0.3278688524590163,0.10162601626016254,0.5789473684210527,0.4078947368421053,1.0,0.0,1.0,0.31550802139037426,0.0,0.6938202247191008,0.0,0.8461538461538463,0.6239316239316239,0.04885993485342022,0.0,1.0,0.612903225806452,0.3271028037383177,0.0,0.9310344827586206,0.7307692307692308,0.5865384615384617,0.3157894736842105,0.3028455284552847,0.037037037037037035,0.6923076923076923,0.07142857142857145,0.5000000000000001,0.8709677419354835,0.8888888888888888,0.0,0.8461538461538463,0.3846153846153847,0.0,0.7354260089686099,1.0,0.5945945945945947,0.4117647058823529,0.2857142857142856,0.21052631578947362,0.16666666666666666,0.8260869565217392,0.6875,0.5064935064935066,0.04545454545454547,0.0,0.39999999999999997,0.923076923076923,1.0,0.896551724137931,0.13750000000000004,0.5360623781676412,0.06896551724137932,0.1212121212121212,0.7228915662650603,0.0,0.0,JOHD,WT
9,0.8695652173913044,1.0,0.5454545454545454,0.5279187817258886,0.23316062176165808,1.0,0.35294117647058826,0.3695652173913042,0.8333333333333334,0.5294117647058825,0.11538461538461542,0.05882352941176472,0.7424242424242422,0.6470588235294117,0.4999999999999999,0.6493506493506493,0.9999999999999999,0.0,0.5327102803738317,0.8264462809917354,0.0,0.30952380952380953,0.7419354838709677,0.05084745762711865,0.3055555555555558,0.3181818181818182,0.33333333333333326,0.2093023255813955,0.8181818181818179,0.7111111111111112,0.721311475409836,0.5569105691056913,0.21052631578947367,0.4473684210526314,0.32000000000000006,0.0780141843971629,0.18181818181818177,0.0,0.7572815533980581,0.8286516853932584,0.5957446808510638,0.7692307692307694,0.7094017094017095,0.35504885993485313,0.375,0.3181818181818181,0.370967741935484,0.6822429906542056,0.9230769230769234,0.6551724137931034,0.22115384615384626,0.0,0.6842105263157895,0.8252032520325203,0.5555555555555556,0.6153846153846156,0.28571428571428564,0.5384615384615384,0.032258064516129004,0.33333333333333326,0.8846153846153846,0.4615384615384616,0.8461538461538461,0.0,0.022421524663677132,0.48936170212765956,0.7567567567567568,0.32352941176470584,0.75,0.4210526315789473,0.6666666666666666,1.0,0.9375,0.48051948051948057,0.5909090909090908,1.0,0.8666666666666667,0.23076923076923075,0.3511450381679389,0.31034482758620685,0.4,0.3079922027290448,0.3103448275862069,0.9999999999999999,0.22891566265060243,0.6,0.9130434782608695,JOHD,JOHD
10,1.0,0.7241379310344827,0.09090909090909083,0.2690355329949239,0.031088082901554404,0.0,0.44117647058823534,0.5108695652173911,0.9166666666666666,0.5294117647058825,0.1923076923076923,0.5294117647058825,1.0,0.47058823529411775,0.33333333333333337,0.7272727272727273,0.23809523809523803,0.7058823529411764,0.43925233644859807,0.23553719008264462,0.1428571428571428,0.1428571428571428,0.6129032258064515,0.03389830508474577,0.22222222222222232,0.27272727272727276,0.75,0.0,0.6545454545454545,0.6444444444444446,0.4098360655737707,0.9959349593495932,0.631578947368421,0.5,0.24,0.3120567375886525,0.2272727272727273,0.5401069518716577,0.10679611650485432,0.6264044943820224,0.574468085106383,0.0,0.7179487179487181,0.032573289902280145,0.9375,0.3181818181818181,0.4516129032258065,0.5327102803738317,0.3076923076923077,0.5862068965517242,0.3942307692307696,0.22596153846153832,0.36842105263157887,0.10569105691056913,0.19753086419753085,0.15384615384615397,0.21428571428571425,0.2692307692307693,0.5483870967741935,0.7777777777777777,0.8461538461538461,0.38461538461538464,1.0,0.22448979591836732,0.022421524663677132,0.40425531914893614,0.32432432432432434,0.3529411764705882,0.3928571428571428,0.2631578947368421,0.0,0.4782608695652173,0.5625,0.14285714285714288,0.15151515151515155,0.588235294117647,0.13333333333333336,0.43589743589743585,0.30534351145038163,0.5862068965517241,0.0,0.18908382066276802,0.0,0.07575757575757576,0.7650602409638556,0.7999999999999999,1.0,WT,WT
